gene	expr	reptime	hic
DMPK	929036	203	43
DMRT1	85434	622	8
DMRT2	71695	845	4
DMRT3	83374	703	9
DMRTA1	160489	448	-26
DMRTA2	147973	639	-7
DMRTB1	552240	385	25
DMRTC2	1360684	454	23
DMTF1	169233	1011	4
DMWD	929036	203	43
DMXL1	305800	381	28
DMXL2	380843	422	11
DNA2	761140	294	29
DNAH1	1095946	229	55
DNAH10	1032254	482	39
DNAH11	118223	671	8
DNAH12	455990	454	29
DNAH17	999172	188	25
DNAH2	2107779	232	25
DNAH3	335315	549	29
DNAH5	148607	674	-17
DNAH7	105357	518	-3
DNAH8	229301	845	25
DNAH9	42730	859	-75
DNAI1	811768	370	49
DNAI2	341939	427	-2
DNAJA1	953054	286	0
DNAJA2	498873	362	13
DNAJA3	753259	148	40
DNAJA4	447425	371	54
DNAJB1	1008795	204	26
DNAJB11	592490	436	40
DNAJB12	822407	145	45
DNAJB13	533576	196	41
DNAJB14	202808	682	36
DNAJB2	694442	193	44
DNAJB3	NaN	NaN	NaN
DNAJB4	373296	256	1
DNAJB5	676166	394	23
DNAJB6	318088	174	22
DNAJB7	NaN	NaN	NaN
DNAJB8	829484	317	50
DNAJB9	171249	838	6
DNAJC1	197451	608	2
DNAJC10	332624	421	7
DNAJC11	623016	259	34
DNAJC12	286530	441	-5
DNAJC13	210456	538	14
DNAJC14	1909014	256	38
DNAJC15	56984	249	51
DNAJC16	636573	188	34
DNAJC17	1011507	172	46
DNAJC18	832127	177	48
DNAJC19	182678	1094	-4
DNAJC2	375620	620	8
DNAJC21	241905	675	21
DNAJC22	2137968	175	37
DNAJC24	83554	879	-19
DNAJC25	NaN	NaN	NaN
DNAJC25-GNG10	513721	212	17
DNAJC27	270621	296	35
DNAJC28	884788	182	63
DNAJC3	204387	552	41
DNAJC30	1197825	214	52
DNAJC4	1608193	179	61
DNAJC5	1157316	206	36
DNAJC5B	270769	377	45
DNAJC5G	1242113	182	45
DNAJC6	269422	441	-0
DNAJC7	2081077	206	23
DNAJC8	779314	213	33
DNAJC9	829738	249	44
DNAL1	600464	191	47
DNAL4	1291659	272	73
DNALI1	445473	274	30
DNASE1	611617	242	43
DNASE1L1	2277674	NaN	40
DNASE1L2	2179404	224	39
DNASE1L3	685716	150	45
DNASE2	1937827	226	32
DNASE2B	235919	769	-13
DND1	774470	356	31
DNER	253305	456	-3
DNHD1	425139	491	23
DNLZ	1194160	258	28
DNM1	1788057	201	45
DNM1L	307288	308	-5
DNM2	2114424	208	31
DNM3	435280	643	6
DNMBP	1100254	221	32
DNMT1	1702441	200	23
DNMT3A	330147	286	43
DNMT3B	675780	173	42
DNMT3L	1128093	219	76
DNPEP	604261	335	38
DNTT	780047	804	30
DNTTIP1	742720	180	48
DNTTIP2	558028	275	9
DOC2A	NaN	NaN	NaN
DOCK1	97878	856	-32
DOCK10	123941	521	11
DOCK11	207684	NaN	38
DOCK2	94542	680	33
DOCK3	395621	756	25
DOCK4	133354	718	-18
DOCK5	178665	512	14
DOCK6	1691034	233	32
DOCK7	222018	474	4
DOCK8	193637	462	2
DOCK9	435646	494	27
DOHH	2172733	210	36
DOK1	1019591	315	50
DOK2	402326	470	12
DOK3	1120311	347	41
DOK4	771506	159	45
DOK5	139298	847	-37
DOK6	50550	968	-4
DOK7	547964	412	46
DOLK	1517799	203	29
DOLPP1	1428394	206	30
DOM3Z	2314693	203	34
DONSON	908921	375	68
DOPEY1	151511	697	7
DOPEY2	267887	232	65
DOT1L	1658089	199	28
DPAGT1	1390854	195	58
DPCD	843302	421	19
DPCR1	2483101	261	36
DPEP1	1092575	211	38
DPEP2	863919	158	54
DPEP3	863919	158	54
DPF1	1410213	301	-1
DPF2	4112809	242	50
DPF3	317807	599	41
DPH1	1415256	294	27
DPH2	875223	214	39
DPH3	205091	437	26
DPH5	153041	727	-6
DPM1	386595	367	36
DPM2	1441525	201	56
DPM3	1801444	194	32
DPP10	7721	1178	-22
DPP3	1941577	194	51
DPP4	153730	528	9
DPP6	32056	1019	-25
DPP7	1722012	202	36
DPP8	620582	187	39
DPP9	860250	203	29
DPPA2	22565	1096	-19
DPPA3	237142	672	14
DPPA4	22565	1096	-19
DPPA5	732413	446	18
DPRX	737115	684	-48
DPT	358217	440	9
DPY19L1	112453	935	0
DPY19L2	195841	681	-28
DPY19L3	308903	531	-54
DPY19L4	449158	380	32
DPY30	375703	295	27
DPYD	64696	807	-6
DPYS	39710	972	15
DPYSL2	207566	520	26
DPYSL3	97519	827	-10
DPYSL4	147055	416	-6
DPYSL5	1261383	378	36
DQX1	1019591	315	50
DR1	699815	223	13
DRAM1	340236	238	17
DRAM2	376648	708	13
DRAP1	3779084	287	42
DRD1	178213	729	14
DRD2	108041	610	5
DRD3	418141	589	23
DRD4	1774224	236	57
DRD5	207324	923	30
DRG1	737051	237	38
DRG2	899154	183	23
DRGX	NaN	NaN	NaN
DRP2	417357	NaN	26
DSC1	214084	492	-7
DSC2	213526	521	-12
DSC3	204823	521	-25
DSCAM	25449	971	-72
DSCAML1	413931	624	44
DSCC1	294228	677	12
DSCR3	349267	263	58
DSCR4	78525	448	1
DSCR6	414773	378	76
DSE	261273	541	30
DSEL	18159	527	-33
DSG1	255599	412	15
DSG2	284905	450	1
DSG3	275713	450	-18
DSG4	260152	412	-4
DSN1	794301	231	64
DSP	825560	218	12
DSPP	500313	623	-7
DST	403209	446	23
DSTN	568191	347	-5
DSTYK	715889	277	39
DTD1	262495	613	6
DTL	452008	399	15
DTNA	116061	552	-20
DTNB	367255	356	44
DTNBP1	118453	750	24
DTWD1	206183	390	-22
DTWD2	305376	554	8
DTX1	562320	387	44
DTX2	876888	220	58
DTX3	1338867	303	48
DTX3L	410045	404	35
DTX4	542222	686	9
DTYMK	1323203	406	32
DULLARD	1782958	316	21
DUOX1	667418	544	27
DUOX2	695711	544	23
DUOXA1	667418	544	27
DUOXA2	667418	544	27
DUPD1	231745	298	44
DUS1L	3850694	197	34
DUS2L	859239	138	55
DUS3L	990266	225	26
DUS4L	512690	753	26
DUSP1	537128	180	44
DUSP10	37303	599	2
DUSP11	1051432	404	37
DUSP12	447958	504	29
DUSP13	223189	298	40
DUSP14	541310	201	29
DUSP15	1015946	241	37
DUSP16	748543	157	30
DUSP18	723012	330	56
DUSP19	350474	524	20
DUSP2	850399	251	48
DUSP21	66992	NaN	15
DUSP22	224772	684	46
DUSP23	801453	497	6
DUSP26	91655	610	11
DUSP27	287664	611	-1
DUSP28	645026	485	28
DUSP3	1081050	192	35
DUSP4	307440	267	42
DUSP5	493408	157	51
DUSP6	236331	448	-23
DUSP7	1045639	224	36
DUSP8	NaN	NaN	NaN
DUSP9	1716845	NaN	44
DUT	333686	381	-34
DUXA	311003	924	-64
DVL1	1744013	273	28
DVL2	1782958	316	21
DVL3	1453689	334	42
DYDC1	352963	598	18
DYDC2	340132	598	-7
DYM	241451	414	57
DYNC1H1	1456679	196	38
DYNC1I1	184459	747	-7
DYNC1I2	354433	344	33
DYNC1LI1	434251	568	35
DYNC1LI2	804191	145	10
DYNC2H1	134215	883	-19
DYNC2LI1	544941	480	35
DYNLL1	1552470	216	46
DYNLL2	857807	352	11
DYNLRB1	990458	214	54
DYNLRB2	149480	465	-30
DYNLT1	623771	306	49
DYNLT3	105234	NaN	28
DYRK1A	314682	366	47
DYRK1B	1289328	526	23
DYRK2	232901	596	-9
DYRK3	491162	261	34
DYRK4	276521	874	24
DYSF	324429	533	10
DYSFIP1	3733473	NaN	19
DYTN	269047	832	14
DYX1C1	298473	405	1
DZIP1	229772	438	45
DZIP1L	175494	464	8
DZIP3	172270	941	-0
E2F1	710350	161	55
E2F2	1050775	159	32
E2F3	138711	568	7
E2F4	1109491	150	46
E2F5	99174	1450	3
E2F6	342110	196	26
E2F7	106320	887	-11
E2F8	132848	504	16
E4F1	2179404	224	39
EAF1	507426	256	49
EAF2	474007	550	30
EAPP	517394	165	13
EARS2	528849	628	48
EBAG9	134329	623	8
EBF1	123440	728	39
EBF2	277181	616	-1
EBF3	85621	947	-28
EBI3	2132502	244	39
EBLN2	NaN	NaN	NaN
EBNA1BP2	1068006	294	30
EBP	726793	NaN	2
EBPL	425192	296	62
ECD	653488	233	44
ECE1	744763	196	27
ECE2	1453600	241	47
ECEL1	271362	191	32
ECH1	1989663	219	30
ECHDC1	120722	889	-4
ECHDC2	626387	311	30
ECHDC3	371900	163	15
ECHS1	386585	472	13
ECM1	1532790	163	43
ECM2	579226	474	38
ECSCR	806824	NaN	41
ECSIT	1152381	272	31
ECT2	301474	239	11
ECT2L	336688	610	20
EDA	135563	NaN	-2
EDA2R	28261	NaN	-6
EDAR	358833	424	14
EDARADD	482656	589	11
EDC3	635020	206	51
EDC4	879834	158	50
EDDM3A	956361	577	8
EDDM3B	956361	577	8
EDEM1	260923	447	14
EDEM2	1346435	168	46
EDEM3	370601	493	4
EDF1	1921909	176	44
EDIL3	161019	764	-20
EDN1	198728	410	27
EDN2	220093	381	32
EDN3	831202	402	-9
EDNRA	71235	430	-6
EDNRB	63780	954	31
EEA1	296393	427	17
EED	443833	159	26
EEF1A1	716887	139	38
EEF1A2	1262904	298	54
EEF1B2	332753	487	25
EEF1D	2183482	235	37
EEF1E1	566741	368	9
EEF1G	2695768	217	42
EEF2	2173603	207	30
EEF2K	522343	235	44
EEFSEC	858998	410	48
EEPD1	357816	522	18
EFCAB1	16699	533	-28
EFCAB2	675692	505	10
EFCAB3	344431	362	8
EFCAB4A	1799017	232	51
EFCAB4B	241693	793	18
EFCAB5	652131	303	15
EFCAB6	306296	627	2
EFCAB7	133143	401	7
EFEMP1	376977	264	-15
EFEMP2	3779084	287	42
EFHA1	345194	422	31
EFHA2	191406	621	-37
EFHB	103479	720	-15
EFHC1	396934	431	34
EFHC2	75979	NaN	21
EFHD1	301517	211	37
EFHD2	554165	212	29
EFNA1	1801444	194	32
EFNA2	2214581	234	29
EFNA3	1696720	214	44
EFNA4	1696720	214	44
EFNA5	78424	628	21
EFNB1	141847	NaN	19
EFNB2	167697	1267	2
EFNB3	2066943	232	27
EFR3A	99296	999	6
EFS	1220624	456	31
EFTUD1	373597	701	13
EFTUD2	1101543	172	28
EGF	215298	503	9
EGFL6	196762	NaN	49
EGFL7	1918290	190	56
EGFL8	2119974	392	28
EGFLAM	159917	497	-12
EGFR	423489	336	-13
EGLN1	362960	518	3
EGLN2	1187304	275	31
EGLN3	163649	564	0
EGR1	1202314	205	51
EGR2	176901	852	32
EGR3	765839	325	52
EGR4	582263	454	36
EHBP1	160013	618	8
EHBP1L1	3945819	202	45
EHD1	3218288	209	61
EHD2	812020	262	36
EHD3	102236	884	15
EHD4	830035	224	39
EHF	1039672	320	12
EHHADH	775543	587	35
EHMT1	977227	583	38
EHMT2	2485614	188	36
EI24	391073	595	23
EID1	NaN	NaN	NaN
EID2	1148741	322	25
EID2B	1148741	322	25
EID3	NaN	NaN	NaN
EIF1	1617880	323	9
EIF1AD	3854361	208	57
EIF1AX	262207	NaN	37
EIF1AY	0	0	0
EIF1B	195546	675	10
EIF2A	436939	347	24
EIF2AK1	NaN	NaN	NaN
EIF2AK2	603425	281	27
EIF2AK3	118199	366	9
EIF2AK4	806826	256	26
EIF2B1	871640	315	40
EIF2B2	875817	222	53
EIF2B3	839426	185	24
EIF2B4	1245306	182	52
EIF2B5	1453689	334	42
EIF2C1	973030	273	12
EIF2C2	451419	238	46
EIF2C3	966499	282	25
EIF2C4	1098857	273	19
EIF2S1	484235	291	32
EIF2S2	898361	357	55
EIF2S3	528219	NaN	41
EIF3A	701340	194	9
EIF3B	795806	251	43
EIF3C	NaN	NaN	NaN
EIF3CL	1139917	269	56
EIF3D	1184089	359	38
EIF3E	187290	965	6
EIF3F	135129	587	4
EIF3G	1675365	272	15
EIF3H	483437	504	11
EIF3I	1460758	218	29
EIF3J	667670	534	30
EIF3K	1496245	363	27
EIF3L	1385064	203	66
EIF3M	408431	613	7
EIF4A1	1957426	194	24
EIF4A2	449980	384	25
EIF4A3	674340	219	22
EIF4B	1726226	177	38
EIF4E	225403	415	11
EIF4E1B	579630	359	40
EIF4E2	286805	211	36
EIF4E3	74213	527	3
EIF4EBP1	672015	258	29
EIF4EBP2	551720	338	46
EIF4EBP3	706371	319	29
EIF4ENIF1	750597	313	19
EIF4G1	1447013	268	44
EIF4G2	793205	266	21
EIF4G3	661924	406	22
EIF4H	1022182	190	51
EIF5	941484	175	37
EIF5A	1911735	206	36
EIF5A2	199827	640	26
EIF5AL1	342919	284	39
EIF5B	387331	612	25
EIF6	1290513	170	45
ELAC1	189022	332	51
ELAC2	93345	606	-52
ELANE	2168802	198	28
ELAVL1	967479	369	19
ELAVL2	7648	719	-40
ELAVL3	1255985	265	32
ELAVL4	93599	824	-20
ELF1	291800	476	39
ELF2	358887	261	30
ELF3	751933	168	31
ELF4	384451	NaN	48
ELF5	685229	295	5
ELFN2	969938	179	53
ELK1	772893	NaN	41
ELK3	267884	525	23
ELK4	721075	230	34
ELL	1389540	259	45
ELL2	316216	247	51
ELL3	784327	286	37
ELMO1	63863	859	16
ELMO2	543201	612	48
ELMO3	1109491	150	46
ELMOD1	300861	676	-3
ELMOD2	125708	752	7
ELMOD3	1021843	180	29
ELN	1047492	240	54
ELOF1	1152381	272	31
ELOVL1	1088321	252	27
ELOVL2	270200	422	22
ELOVL3	1041024	187	45
ELOVL4	151698	913	-14
ELOVL5	379445	287	27
ELOVL6	204465	522	23
ELOVL7	188782	596	4
ELP2	390096	591	41
ELP3	417570	338	41
ELP4	165949	879	-7
ELSPBP1	881809	433	29
ELTD1	74049	903	-17
EMB	72996	1229	-3
EMCN	231787	807	-5
EMD	2277674	NaN	40
EME1	1335838	196	24
EME2	1604603	288	36
EMG1	2704950	211	47
EMID1	854820	251	51
EMID2	653305	280	43
EMILIN1	1214097	238	50
EMILIN2	564910	468	37
EMILIN3	383021	309	5
EML1	528390	354	10
EML2	950605	194	45
EML3	2695768	217	42
EML4	251363	292	17
EML5	161619	704	1
EMP1	636324	203	-3
EMP2	228675	175	8
EMP3	1478750	217	36
EMR1	748613	383	27
EMR2	1032767	448	29
EMR3	1036916	384	31
EMX1	450159	421	23
EMX2	130702	632	4
EN1	154049	576	-8
EN2	267699	599	-4
ENAH	744021	207	2
ENAM	262250	609	16
ENC1	293932	567	26
ENDOD1	273779	513	16
ENDOG	1768145	201	34
ENDOU	395089	320	14
ENG	1236941	179	55
ENGASE	592461	285	15
ENHO	843127	370	55
ENKUR	159854	276	8
ENO1	800628	171	28
ENO2	2704950	211	47
ENO3	1416161	231	30
ENOPH1	684394	387	46
ENOSF1	418492	425	32
ENOX1	99614	523	36
ENOX2	138723	NaN	23
ENPEP	81828	684	-3
ENPP1	168112	699	-5
ENPP2	255492	552	7
ENPP3	127852	852	9
ENPP4	64703	791	12
ENPP5	62118	819	16
ENPP6	256949	424	-5
ENPP7	633863	209	31
ENSA	1543587	149	37
ENTHD1	818387	503	24
ENTPD1	370896	631	30
ENTPD2	1951939	202	40
ENTPD3	195830	611	18
ENTPD4	476980	332	37
ENTPD5	443041	158	51
ENTPD6	605543	305	-18
ENTPD7	422578	304	12
ENTPD8	1591716	213	30
ENY2	135626	732	20
EOMES	165387	429	1
EP300	1167197	154	42
EP400	408569	269	27
EPAS1	375634	213	28
EPB41	619053	227	30
EPB41L1	1300256	235	50
EPB41L2	122847	707	17
EPB41L3	57432	1036	-5
EPB41L4A	164575	671	28
EPB41L4B	337644	371	15
EPB41L5	218487	406	27
EPB42	834640	330	43
EPB49	584373	219	34
EPC1	511962	189	15
EPC2	91724	642	7
EPCAM	806315	246	37
EPDR1	100826	683	10
EPGN	172790	402	18
EPHA1	375488	379	15
EPHA10	445060	375	30
EPHA2	866090	197	37
EPHA3	27204	NaN	-18
EPHA4	54488	1025	5
EPHA5	57073	706	-19
EPHA6	89830	1046	-18
EPHA7	18346	1054	-25
EPHA8	407931	541	25
EPHB1	74866	856	9
EPHB2	568787	464	29
EPHB3	1325702	411	47
EPHB4	1339207	433	48
EPHB6	284406	645	18
EPHX1	925960	168	8
EPHX2	336774	361	36
EPHX3	557083	381	20
EPHX4	260329	242	1
EPM2A	76860	748	-3
EPM2AIP1	392784	473	21
EPN1	1050871	254	-11
EPN2	658567	227	6
EPN3	1532661	200	20
EPO	1483965	336	46
EPOR	1385739	197	31
EPPK1	2376841	247	22
EPRS	630371	608	-8
EPS15	568927	251	11
EPS15L1	793775	258	19
EPS8	259826	496	11
EPS8L1	1125216	432	-26
EPS8L2	1788356	193	48
EPS8L3	933010	190	27
EPSTI1	109052	417	33
EPT1	698050	346	36
EPX	851306	401	14
EPYC	20238	574	-33
ERAL1	1693126	177	31
ERAP1	394409	345	36
ERAP2	393863	469	58
ERAS	823539	NaN	29
ERBB2	1284992	226	38
ERBB2IP	400865	189	32
ERBB3	2693176	215	38
ERBB4	20702	1173	-5
ERC1	516677	470	25
ERC2	121781	694	17
ERCC1	1259254	191	39
ERCC2	1280459	215	23
ERCC3	428616	175	23
ERCC4	125854	251	11
ERCC5	196444	475	33
ERCC6	NaN	NaN	NaN
ERCC6L	NaN	NaN	NaN
ERCC8	199321	599	6
EREG	174005	402	7
ERF	790787	299	37
ERG	162262	418	4
ERGIC1	502164	179	47
ERGIC2	100875	599	-3
ERGIC3	1515751	169	58
ERH	911402	431	39
ERI1	147910	440	44
ERI2	211686	580	23
ERI3	758083	308	29
ERICH1	106263	889	-34
ERLEC1	NaN	NaN	NaN
ERLIN1	1070291	198	25
ERLIN2	619400	326	9
ERMAP	811934	327	28
ERMN	78933	837	8
ERMP1	314189	313	25
ERN1	1464674	379	16
ERN2	517081	598	33
ERO1L	314095	313	11
ERO1LB	498153	632	9
ERP27	341752	426	8
ERP29	812811	317	45
ERP44	246986	681	19
ERRFI1	387339	207	26
ERV3	216422	994	-9
ERVFRDE1	NaN	NaN	NaN
ESAM	168652	622	14
ESCO1	333266	221	35
ESCO2	406636	229	23
ESD	272205	820	63
ESF1	123437	617	-10
ESM1	205256	603	13
ESPL1	1677275	191	49
ESPN	644193	198	33
ESPNL	428658	356	29
ESR1	221347	568	-0
ESR2	528074	387	46
ESRP1	467699	426	31
ESRP2	910198	281	30
ESRRA	1613996	257	65
ESRRB	243524	616	39
ESRRG	15599	1132	-28
ESX1	354255	NaN	47
ESYT1	2878044	171	40
ESYT2	286663	344	1
ESYT3	201756	408	19
ETAA1	36002	401	-3
ETF1	1202314	205	51
ETFA	307633	186	35
ETFB	368509	610	-9
ETFDH	171388	429	1
ETHE1	416043	209	-10
ETNK1	206703	644	2
ETNK2	557652	370	34
ETS1	215125	644	28
ETS2	382323	151	5
ETV1	46434	989	-16
ETV2	1162794	390	27
ETV3	895723	423	31
ETV3L	934232	423	32
ETV4	1093430	148	21
ETV5	780547	397	36
ETV6	233493	629	31
ETV7	942911	192	46
EVC	101111	641	18
EVC2	69455	688	19
EVI2A	NaN	NaN	NaN
EVI2B	NaN	NaN	NaN
EVI5	488549	506	4
EVI5L	836245	270	24
EVL	453415	234	27
EVPL	1611239	218	22
EVX1	473864	394	13
EVX2	242935	874	15
EWSR1	854820	251	51
EXD1	933164	175	39
EXD2	821714	373	39
EXD3	1632320	208	30
EXO1	173100	325	-16
EXOC1	579538	452	12
EXOC2	157724	679	36
EXOC3	787542	399	37
EXOC3L	1109491	150	46
EXOC3L2	1356264	243	38
EXOC4	618702	965	12
EXOC5	176601	944	13
EXOC6	557904	421	36
EXOC6B	148260	625	-1
EXOC7	1611239	218	22
EXOC8	377235	569	2
EXOG	373229	578	28
EXOSC1	724294	188	40
EXOSC10	577167	408	34
EXOSC2	505506	211	24
EXOSC3	489340	453	23
EXOSC4	2720766	211	27
EXOSC5	1148529	249	36
EXOSC6	1353954	139	37
EXOSC7	479578	326	41
EXOSC8	176745	650	16
EXOSC9	324357	506	29
EXPH5	369515	500	13
EXT1	190467	586	18
EXT2	291324	616	7
EXTL1	748547	221	31
EXTL2	193606	859	-3
EXTL3	403198	327	42
EYA1	50979	967	-3
EYA2	306082	522	36
EYA3	827177	316	28
EYA4	97438	409	-8
EYS	28896	1167	-23
EZH1	1740597	177	36
EZH2	564321	434	13
EZR	564251	163	55
F10	774267	229	26
F11	364737	606	-12
F11R	777836	441	19
F12	1038665	261	59
F13A1	44522	696	22
F13B	220645	802	-30
F2	965022	176	48
F2R	257923	372	46
F2RL1	248362	418	25
F2RL2	NaN	NaN	NaN
F2RL3	901964	305	31
F3	411634	258	-7
F5	294416	415	11
F7	789162	285	14
F8	1741051	NaN	4
F8A1	NaN	NaN	NaN
F8A2	NaN	NaN	NaN
F8A3	NaN	NaN	NaN
F9	69360	NaN	-0
FA2H	612822	173	27
FAAH	597667	255	28
FAAH2	91305	NaN	-6
FABP1	180956	612	6
FABP12	186546	595	-0
FABP2	218603	824	-1
FABP3	708176	262	29
FABP4	191177	595	1
FABP5	231632	463	42
FABP6	198270	448	38
FABP7	138284	1073	-1
FABP9	191177	595	1
FADD	765202	286	34
FADS1	1239228	212	59
FADS2	1618824	212	64
FADS3	1998419	212	69
FADS6	1027517	320	20
FAF1	237738	691	-5
FAF2	592072	239	47
FAH	201157	561	32
FAHD1	1604603	288	36
FAHD2A	255441	536	19
FAHD2B	515149	535	38
FAIM	198181	515	26
FAIM2	1291800	231	45
FAIM3	467839	385	39
FAM100A	742112	160	46
FAM100B	1678166	209	19
FAM101A	1197100	504	34
FAM101B	248876	591	1
FAM102A	1604109	201	61
FAM102B	615760	313	-3
FAM103A1	452169	683	19
FAM104A	205112	251	-15
FAM104B	214019	NaN	18
FAM105A	514082	380	28
FAM105B	511502	422	16
FAM107A	534993	383	31
FAM107B	256093	327	36
FAM108A1	2226995	214	26
FAM108B1	284075	358	4
FAM108C1	334777	313	7
FAM109A	473383	479	42
FAM109B	1321127	363	65
FAM110A	824412	579	36
FAM110B	190462	601	15
FAM110C	123809	705	NaN
FAM111A	542222	686	9
FAM111B	437114	741	-6
FAM113A	766497	396	44
FAM113B	261073	398	-0
FAM114A1	370538	352	63
FAM114A2	171379	592	5
FAM115A	453936	618	-5
FAM115C	433430	463	-7
FAM116A	718677	332	30
FAM116B	939384	257	70
FAM117A	993241	361	26
FAM117B	549913	515	26
FAM118A	461688	277	26
FAM118B	493677	341	28
FAM119A	183578	198	24
FAM119B	1160849	344	39
FAM120A	421454	547	35
FAM120AOS	422600	547	26
FAM120B	366503	600	-4
FAM120C	610328	NaN	28
FAM122A	NaN	NaN	NaN
FAM122B	293030	NaN	27
FAM122C	293030	NaN	27
FAM123A	331169	650	34
FAM123B	57924	NaN	2
FAM123C	607528	203	17
FAM124A	175682	518	37
FAM124B	310772	460	12
FAM125A	899127	211	26
FAM125B	112775	646	33
FAM126A	1063802	413	26
FAM126B	646602	167	33
FAM127A	304745	NaN	42
FAM127B	304745	NaN	42
FAM127C	304745	NaN	42
FAM128A	455705	540	29
FAM128B	349797	593	22
FAM129A	349492	479	3
FAM129B	857814	182	46
FAM129C	961640	206	42
FAM131A	1447013	268	44
FAM131B	379715	379	29
FAM131C	876105	197	40
FAM132A	2356409	196	27
FAM133A	33770	NaN	-11
FAM133B	744909	334	24
FAM134A	773232	177	36
FAM134B	203311	553	-11
FAM134C	1884163	177	38
FAM135A	114193	606	11
FAM135B	6187	989	-37
FAM136A	671278	370	38
FAM13A	160978	576	8
FAM13B	992763	396	39
FAM13C	121813	707	-15
FAM149A	373525	536	-13
FAM150A	105913	682	-11
FAM150B	304765	624	-18
FAM151A	723136	415	20
FAM151B	320158	516	35
FAM153A	1267336	553	18
FAM153B	592877	609	19
FAM153C	961008	363	32
FAM154A	500270	450	-18
FAM154B	382946	701	18
FAM155A	73040	1144	-37
FAM155B	74378	NaN	23
FAM158A	974559	220	41
FAM159A	663153	261	19
FAM160A2	466636	728	4
FAM160B1	208967	183	16
FAM160B2	584373	219	34
FAM161A	758678	249	34
FAM161B	443041	158	51
FAM162A	416095	478	34
FAM162B	244987	581	14
FAM163A	458564	479	-8
FAM164A	49383	969	2
FAM164C	919043	222	47
FAM165B	410767	518	61
FAM166A	1724821	399	43
FAM166B	1108352	300	27
FAM167A	483148	520	43
FAM167B	1427362	210	43
FAM168A	521861	311	48
FAM168B	461529	331	16
FAM169A	424900	581	31
FAM169B	149919	473	-53
FAM170A	296413	644	-2
FAM171A1	211657	716	8
FAM171B	264318	538	-9
FAM172A	264052	622	6
FAM173A	1207790	194	33
FAM173B	623675	325	5
FAM174A	23650	1030	13
FAM174B	281213	478	-17
FAM175A	275241	378	29
FAM175B	290823	200	36
FAM176A	224734	608	8
FAM176B	685495	212	32
FAM177A1	640994	321	45
FAM177B	221712	236	-4
FAM178A	1007780	247	35
FAM178B	677234	392	46
FAM179A	471053	404	28
FAM179B	231363	490	1
FAM180A	470926	386	-1
FAM180B	NaN	NaN	NaN
FAM181A	242993	645	15
FAM181B	303563	599	-7
FAM183A	1068006	294	30
FAM184A	115280	856	-1
FAM186B	2227486	224	53
FAM187B	767246	472	7
FAM188A	70308	903	-2
FAM188B	410182	538	21
FAM189A1	NaN	NaN	NaN
FAM189A2	216587	539	-0
FAM189B	1574928	194	45
FAM18A	258562	356	36
FAM18B	832902	284	-7
FAM18B2	457998	452	-34
FAM190A	104011	1180	-4
FAM190B	215927	942	1
FAM192A	731638	149	48
FAM193A	637151	209	46
FAM193B	1120311	347	41
FAM194A	359484	397	30
FAM195A	1115707	213	39
FAM196A	92819	848	-36
FAM198B	123627	849	-14
FAM199X	354255	NaN	47
FAM19A1	121492	954	-14
FAM19A2	136152	930	-44
FAM19A3	559669	325	27
FAM19A4	263741	842	-15
FAM19A5	11714	952	-88
FAM200A	1460222	332	56
FAM20A	662487	313	-28
FAM20B	352872	244	1
FAM20C	195067	593	-4
FAM21A	NaN	NaN	NaN
FAM21B	109302	804	30
FAM21C	105248	558	33
FAM22A	409986	144	20
FAM22D	490965	332	22
FAM22F	219475	445	31
FAM22G	309543	582	27
FAM23A	278936	286	5
FAM24A	290558	619	14
FAM24B	290558	619	14
FAM25B	NaN	NaN	NaN
FAM25C	NaN	NaN	NaN
FAM25G	102837	642	23
FAM26D	261450	479	19
FAM26E	261450	479	19
FAM26F	261319	541	34
FAM32A	787753	219	34
FAM35A	403850	144	27
FAM36A	694721	405	3
FAM38B	90278	610	30
FAM3A	2163759	NaN	42
FAM3B	224593	506	24
FAM3C	100604	535	-1
FAM3D	497368	503	38
FAM40A	660515	373	29
FAM40B	625985	286	38
FAM43A	406498	421	39
FAM43B	573203	429	30
FAM45A	721947	194	19
FAM46A	121389	396	-18
FAM46B	929681	336	34
FAM46C	344088	557	16
FAM46D	102816	NaN	-24
FAM47A	7968	NaN	-15
FAM47B	6541	NaN	-14
FAM47C	71087	NaN	-10
FAM48A	166443	631	23
FAM48B1	644763	NaN	34
FAM48B2	644763	NaN	34
FAM49A	8240	1427	-4
FAM49B	272194	242	6
FAM50A	2277674	NaN	40
FAM50B	271690	208	30
FAM53A	902379	350	33
FAM53B	300236	352	32
FAM53C	1312427	273	36
FAM54A	283639	240	15
FAM54B	746382	372	24
FAM55A	103922	612	-15
FAM55C	549022	421	12
FAM55D	109030	716	-17
FAM57A	662733	483	10
FAM57B	NaN	NaN	NaN
FAM58A	940418	NaN	24
FAM58B	137061	607	1
FAM59A	268182	781	-5
FAM5B	5755	900	-14
FAM5C	6711	1261	-26
FAM60A	317612	468	6
FAM63A	1621279	172	30
FAM63B	524797	311	28
FAM64A	249769	359	6
FAM65A	1082466	153	49
FAM65B	430274	256	26
FAM65C	568493	153	55
FAM69A	609398	372	13
FAM69B	1898901	190	39
FAM69C	162468	969	7
FAM70A	526128	NaN	22
FAM70B	782003	465	45
FAM71A	409070	224	26
FAM71B	166999	1198	18
FAM71C	100701	906	0
FAM71D	479620	324	19
